ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
44,게이트,조합,543 ,380 ,0 ,<color=#F5F5E1>,섬광 충격 [크기 증가율]이 [피해량]으로 {전환}된다.,<color=#6EDCFF>,섬광 충격 피해량 12배 증가,<color=#6EDCFF>,섬광 충격 개수 6배 증가,<color=#6EDCFF>,섬광 충격 쿨타임 50% 감소,<color=#FFFFFF>,`,<color=#FFFFFF>,`,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,12,1304 ,6,1 ,0 ,1 ,0 ,어센션,22,"섬광 충격이 무제한으로 생성되며, 쿨타임과 개수에 비례해 가속된다.",`,`
45,자기장 발생,조합,389 ,425 ,0 ,<color=#F5F5E1>,《반중력》의 [회전속도] 보너스가 〈2배〉로 고정된다.,<color=#6EDCFF>,위성 피해량 7배 증가,<color=#6EDCFF>,위성 크기 100% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,313 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,7,1 ,0 ,1 ,0 ,1 ,0 ,코어,2,위성이 넓은 반경으로 빠르게 회전하며 위력이 향상된다.,`,`
46,흑사병,조합,372 ,366 ,0 ,<color=#F5F5E1>,화염구가 무작위 위치에 [즉시] 폭발하여 〈4회〉 피해를 준다.,<color=#F5F5E1>,화염구 크기에 비례해서 [피해량]이 증가한다.,<color=#F5F5E1>,화염구 관통력이 [개수] 〈50%〉 로 {전환}된다.,<color=#6EDCFF>,화염구 피해량 20배 증가,<color=#6EDCFF>,화염구 크기 100% 증가,<color=#FF6464>,화염구 쿨타임 2배 증가,187 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,881 ,20,895 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
47,번개의 숨결,조합,472 ,488 ,0 ,<color=#F5F5E1>,전기충격이 캐릭터 전방에 추가로 〈3개〉 생성된다.,<color=#6EDCFF>,전기충격 피해량 7배 증가,<color=#6EDCFF>,전기충격 개수 2배 증가,<color=#FF6464>,전기충격 쿨타임 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,432 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,7,1126 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
48,불사조,조합,436 ,508 ,0 ,<color=#F5F5E1>,해일이 캐릭터의 후방에 생성된다.,<color=#F5F5E1>,해일이 지나는 경로에 [불꽃]을 생성한다.,<color=#6EDCFF>,해일 피해량 24배 증가,<color=#6EDCFF>,해일 쿨타임 30% 감소,<color=#FF6464>,해일 개수 50% 감소,<color=#EB96FF>,부활 횟수 1 증가,259 ,30 ,255 ,50 ,49 ,1 ,1 ,0 ,1 ,0 ,951 ,24,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
49,브랜디쉬,조합,542 ,381 ,0 ,<color=#F5F5E1>,섬광 충격이 사방에서 연속 〈7회〉 생성되고 @ 쿨타임이 [5초]에서 [0.5초] 감소할 때마다 [개수]가 〈1〉 증가한다.,<color=#F5F5E1>,섬광 충격이 [중심부]에만 피해를 준다.,<color=#6EDCFF>,섬광 충격 쿨타임 50% 감소,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,603 ,6 ,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
50,블랙홀,조합,463 ,391 ,0 ,<color=#F5F5E1>,돌개바람이 하나로 [통합]된다.,<color=#F5F5E1>,돌개바람의 피해를 받은 적들을 [경직]시킨다.,<color=#F5F5E1>,돌개바람 지속시간이 끝난 뒤 [쿨타임]이 돌아간다.,<color=#F5F5E1>,돌개바람 [지속시간 증가율]의 〈3배〉만큼 [피해량]이 증가한다.,<color=#F5F5E1>,돌개바람 개수당 [피해량] 배수가 〈3〉 증가한다.,<color=#6EDCFF>,돌개바람 피해량 8배 증가,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,8,1 ,0 ,1 ,0 ,1 ,0 ,이벤트 호라이즌,0,`,`,`
51,제네시스,조합,507 ,373 ,0 ,<color=#F5F5E1>,눈보라 [쿨타임]이 개수에 비례하여 빨라지고 @ [생성 간격]이 [쿨타임]과 동일해진다.,<color=#6EDCFF>,눈보라 피해량 30배 증가,<color=#6EDCFF>,눈보라 쿨타임 30% 감소,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,519 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,30,1 ,0 ,1 ,0 ,1 ,0 ,코스모스,21,눈보라가 광범위하게 동시에 발생한다.,`,`
52,아스트라페,조합,418 ,445 ,0 ,<color=#F5F5E1>,낙뢰 폭발시 주변에 [충격파]를 방출하여 @ 근방의 적에게 [절반]의 피해를 주고 [기절]시킨다.,<color=#6EDCFF>,낙뢰 피해량 7배 증가,<color=#6EDCFF>,낙뢰 크기 25% 증가,<color=#FF6464>,낙뢰 쿨타임 25% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,25 ,220 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
53,초신성,조합,382 ,499 ,0 ,<color=#F5F5E1>,정령이 한번에 발사한다.,<color=#6EDCFF>,정령 피해량 24배 증가,<color=#6EDCFF>,정령 크기 100% 증가,<color=#FF6464>,정령 발사 횟수 75% 감소,<color=#FF6464>,정령 쿨타임 2배 증가,<color=#FFFFFF>,`,276 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,24,975 ,75,982 ,2,1 ,0 ,`,0,`,`,`
54,블래스터,조합,362 ,542 ,0 ,<color=#F5F5E1>,[6번째] 발사되는 마력탄의 위력이 〈7배〉가 된다.,<color=#6EDCFF>,마력탄 피해량 5배 증가,<color=#6EDCFF>,마력탄 크기 50% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
55,헬파이어,조합,489 ,508 ,0 ,<color=#F5F5E1>,소각이 〈2배〉로 생성된다.,<color=#F5F5E1>,소각 [불꽃]이 〈2~3회〉 연속해서 폭발한다.,<color=#6EDCFF>,소각 피해량 12배 증가,<color=#6EDCFF>,소각 크기 100% 증가,<color=#FF6464>,소각 쿨타임 50% 증가,<color=#FFFFFF>,`,468 ,100 ,473 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,12,1 ,0 ,1 ,0 ,1 ,0 ,헬게이트,0,`,`,`
56,태양의 시대,조합,534 ,391 ,0 ,<color=#F5F5E1>,용암지대가 사방으로 동시에 생성되어 이동한다.,<color=#F5F5E1>,용암지대 지속시간 [1초]당 [피해량 배수] 〈3〉으로 {전환}된다.,<color=#6EDCFF>,용암지대 피해량 15배 증가,<color=#6EDCFF>,용암지대 쿨타임 30% 감소,<color=#FFFFFF>,`,<color=#FFFFFF>,`,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,15,1 ,0 ,1 ,0 ,1 ,0 ,오버로드,15,용암지대가 강화되어 생성 속도가 빨라진다.,`,`
57,디스트로이어,조합,425 ,409 ,0 ,<color=#F5F5E1>,감전지대에 〈5초〉의 [쿨타임]이 부여된다.,<color=#F5F5E1>,감전지대에 〈3초〉의 [지속시간]이 부여된다.,<color=#6EDCFF>,감전지대 피해량 99배 증가,<color=#6EDCFF>,감전지대 크기 99% 증가,<color=#FF6464>,초당 체력회복률 0.1% 감소,<color=#FFFFFF>,`,293 ,99 ,24 ,-10 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,99,724 ,10 ,1 ,0 ,1 ,0 ,터미네이터,16,감전지대가 높은 파괴력을 지닌 상태에서 더 짧은 주기로 시전된다.,`,`
58,제노사이드,조합,516 ,382 ,0 ,<color=#F5F5E1>,비전 광선이 하나로 [통합]하여 더 빠르게 회전한다.,<color=#F5F5E1>,비전 광선 [크기 증가율]이 [피해량]으로 {전환}된다.,<color=#6EDCFF>,비전 광선 [개수]당 [피해량 배수]가 〈4〉 증가한다.,<color=#FF6464>,비전 광선 지속시간 33% 감소,<color=#FF6464>,비전 광선 쿨타임 33% 증가,<color=#FFFFFF>,`,538 ,33 ,543 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
59,엑시디움,조합,542 ,480 ,0 ,<color=#F5F5E1>,섬광 충격 중심부 크기가 증가한다.,<color=#6EDCFF>,섬광 충격 피해량 7배 증가,<color=#6EDCFF>,섬광 충격 크기 100% 증가,<color=#6EDCFF>,섬광 충격 쿨타임 50% 감소,<color=#FFFFFF>,`,<color=#FFFFFF>,`,606 ,100 ,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
60,데우스 엑스 마키나,조합,0 ,0 ,0 ,<color=#FF6464>,더 이상 마법 조합을 할 수 없다.,<color=#F5F5E1>,[최대 레벨]이 〈10〉 증가한다.,<color=#F5F5E1>,습득한 [액티브 마법] 레벨당 다음 능력치가 강화된다.,<color=#EB96FF>,모든 마법 피해 배수 0.01 증가,<color=#EB96FF>,모든 마법 쿨타임 0.1% 감소,<color=#FFFFFF>,`,106 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
61,글레이시움,조합,434 ,399 ,0 ,<color=#F5F5E1>,해일이 캐릭터를 중심으로 사방으로 퍼져나간다.,<color=#6EDCFF>,해일 피해량 30배 증가,<color=#6EDCFF>,해일 개수 25% 증가,<color=#FF6464>,해일 쿨타임 25% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,254 ,25 ,260 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
62,소울 블레이드,조합,390 ,381 ,0 ,<color=#F5F5E1>,위성이 칼날 형태로 변해 더욱 빠르게 회전한다.,<color=#F5F5E1>,위성 [치명타율]에 비례해서 [피해량 배수]와 [회전속도]가 증가한다.,<color=#6EDCFF>,위성 피해량 5배 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
63,디스차지,조합,471 ,417 ,0 ,<color=#F5F5E1>,전기충격 폭발 시 크기가 증가하고 [투사체]를 방출한다.,<color=#6EDCFF>,전기충격 피해량 12배 증가,<color=#FF6464>,전기충격 쿨타임 33% 증가,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,432 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,12 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
64,`,조합,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
65,`,조합,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
