ID,이름,유형,특성A레벨,특성B레벨,특성C레벨,설명줄01 색깔,효과 설명줄01,설명줄02 색깔,효과 설명줄02,설명줄03 색깔,효과 설명줄03,설명줄04 색깔,효과 설명줄04,설명줄05 색깔,효과 설명줄05,설명줄06 색깔,효과 설명줄06,효과ID_01,효과ID_01값,효과ID_02,효과ID_02값,효과ID_03,효과ID_03값,효과ID_04,효과ID_04값,효과ID_05,효과ID_05값,효과ID_06,효과ID_06값,효과ID_07,효과ID_07값,효과ID_08,효과ID_08값,효과ID_09,효과ID_09값,궁극기 이름,궁극기 조건,궁극기 설명줄01,UI002,기술 개수
39,Super-Zyklon,조합,461 ,427 ,0 ,<color=#F5F5E1>,Alle Zyklone werden zu einem einzigen [zusammengefasst].,<color=#F5F5E1>,"Zyklone bleiben bestehen und folgen dem Charakter. @ [Schadensmultiplikator] erhöht sich in Abhängigkeit davon, wie lange Zyklone andauern.",<color=#F5F5E1>,"[Abklingzeit] beginnt, wenn die Dauer des Zyklons vorbei ist.",<color=#F5F5E1>,Jeder Zyklon erhöht die [Größe] des neuen Zyklons um 〈20%〉.,<color=#EB96FF>,Erhöhe die Zyklon-Dauer und Abklingzeit um 100%,<color=#FFFFFF>,`,395 ,100 ,407 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1112 ,100,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
40,Teleportieren,조합,453 ,36 ,0 ,<color=#F5F5E1>,"Wirke Tarnung 〈7-mal〉 in Folge, teleportiere dich an zufällige Orte und kehre zuletzt an die ursprüngliche Position zurück.",<color=#F5F5E1>,Mit der Dauer von Tarnung erhöhen sich [Anzahl der Wirkungen] und [Schadensmultiplikator].,<color=#6EDCFF>,Erhöhe den Schaden der Tarnung um das 3-fache,<color=#6EDCFF>,Verringere die Abklingzeit von Tarnung um 70%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,356 ,70 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1062 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,Halluzination,25,Die Explosion von Tarnung wird 5-mal in Folge ausgelöst.,`,`
41,Flammensturm,조합,443 ,490 ,0 ,<color=#F5F5E1>,Der Krater von Meteor verursacht keinen Schaden mehr.,<color=#F5F5E1>,"Meteor wird in einer Linie in [fünf Richtungen] um den Charakter erzeugt. Wenn {33%}, {66%}, {99%} der Größe erreicht sind, erhöhen sich [Erzeugungsrichtung] um 〈1〉 und [Schadensmultiplikator] um 〈5〉.",<color=#6EDCFF>,Erhöhe den Meteor-Schaden um das 10-fache,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1021 ,10,1 ,0 ,1 ,0 ,1 ,0 ,볼케이노,0,`,`,`
42,Pyrotechnik,조합,363 ,499 ,0 ,<color=#F5F5E1>,Magiebolzen explodieren an zufälligen Positionen,<color=#F5F5E1>,Magiebolzen-Explosionen [weiten sich aus] und verursachen 〈1~9X〉 Schaden,<color=#6EDCFF>,Erhöhe den Schaden des Magiebolzens um das 5-fache,<color=#6EDCFF>,Magiebolzen-Größe steigt um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
43,Manaspeer,조합,380 ,542 ,0 ,<color=#F5F5E1>,Der Geist verwendet jetzt seine Standard-[Abklingzeit] und [Abschussintervall].,<color=#F5F5E1>,Die [Projektilgeschwindigkeit] und die [Reichweite] des Geistes werden drastisch erhöht.,<color=#6EDCFF>,Erhöht den Geistschaden um das 10-fache,<color=#6EDCFF>,Erhöhe die Größe des Geistes um 200%,<color=#FF6464>,Erhöhe die Abklingzeit des Geistes um das 2-fache,<color=#FFFFFF>,`,276 ,200 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,10,982 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
44,Tor,조합,543 ,380 ,0 ,<color=#F5F5E1>,Blitzschock-[Größenzunahme] wird in [Schaden] {umgewandelt},<color=#6EDCFF>,Erhöhe den Blitzschock-Schaden um das 12-fache,<color=#6EDCFF>,Erhöhe die Anzahl der Blitzschock um das 6-fache,<color=#6EDCFF>,Verringere die Abklingzeit des Blitzschocks um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,12,1304 ,6,1 ,0 ,1 ,0 ,Ascension,22,Blitzschock wird unbegrenzt erzeugt und beschleunigt sich proportional zur Abklingzeit und Anzahl.,`,`
45,Magnetfelderzeugung,조합,389 ,425 ,0 ,<color=#F5F5E1>,Der [Rotationsgeschwindigkeit]-Bonus von 《Anti-Gravitation》 ist auf 〈2x〉 festgelegt.,<color=#6EDCFF>,Erhöhe den Satelliten-Schaden um das 7-fache,<color=#6EDCFF>,Erhöhe die Größe der Satelliten um 100%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,313 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,7,1 ,0 ,1 ,0 ,1 ,0 ,Core,2,Satellit rotiert schnell in einem großen Radius und seine Stärke wird erhöht.,`,`
46,Schwarzer Tod,조합,372 ,366 ,0 ,<color=#F5F5E1>,Feuerball explodiert an zufälligen Positionen [sofort] und verursacht 〈4 Treffer〉.,<color=#F5F5E1>,Mit der Größe des Feuerballs steigt der [Schaden].,<color=#F5F5E1>,Die Durchschlagskraft von Feuerball wird zu 〈50%〉 der [Anzahl] {umgewandelt}.,<color=#6EDCFF>,Erhöhe den Feuerball-Schaden um das 20-fache,<color=#6EDCFF>,Erhöhe Feuerballgröße um 100%,<color=#FF6464>,Erhöhe die Abklingzeit von Feuerbällen um das 2-fache,187 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,881 ,20,895 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
47,Atem des Blitzes,조합,472 ,488 ,0 ,<color=#F5F5E1>,Vor der Figur werden drei zusätzliche Elektroschocks erzeugt.,<color=#6EDCFF>,Erhöhe den Elektroschock-Schaden um das 7-fache,<color=#6EDCFF>,Erhöhe die Anzahl der Elektroschock um das 2-fache,<color=#FF6464>,Die Abklingzeit von Elektroschocks wurde um 50 % erhöht.,<color=#FFFFFF>,`,<color=#FFFFFF>,`,432 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,7,1126 ,2,1 ,0 ,1 ,0 ,`,0,`,`,`
48,Phönix,조합,436 ,508 ,0 ,<color=#F5F5E1>,Tsunami wird hinter dem Charakter erzeugt,<color=#F5F5E1>,Tsunami hinterlässt [Flammen] auf seinem Weg,<color=#6EDCFF>,Erhöhe den Tsunami-Schaden um das 24-fache,<color=#6EDCFF>,Verringere die Abklingzeit von Tsunamis um 30%,<color=#FF6464>,Verringere die Anzahl der Tsunamis um 50%,<color=#EB96FF>,Anzahl der Wiederbelebungen steigt um 1,259 ,30 ,255 ,50 ,49 ,1 ,1 ,0 ,1 ,0 ,951 ,24,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
49,Schwingen,조합,542 ,381 ,0 ,<color=#F5F5E1>,"Blitzschock wird 〈7 Mal〉 in alle Richtungen erzeugt; bei jeder Reduktion der Abklingzeit von [5 Sekunden] auf [0,5 Sekunden] erhöht sich die [Anzahl] um 〈1〉",<color=#F5F5E1>,Blitzschock verursacht Schaden nur im [Kernbereich],<color=#6EDCFF>,Verringere die Abklingzeit des Blitzschocks um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,603 ,6 ,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
50,schwarzes Loch,조합,463 ,391 ,0 ,<color=#F5F5E1>,Zyklon wird zu einem einzigen [vereinheitlicht],<color=#F5F5E1>,"Gegner, die durch Zyklon getroffen wurden, werden [gestaggered]",<color=#F5F5E1>,Zyklon-Abklingzeit beginnt nach Ablauf der Dauer,<color=#F5F5E1>,"Zyklon-[Dauerzunahme] wird in [Schaden] {umgewandelt}, 〈3X〉",<color=#F5F5E1>,Zyklon-[Anzahl] erhöht [Schadensmultiplikator] um 〈3〉,<color=#6EDCFF>,Erhöhe den Zyklon-Schaden um das 8-fache,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1091 ,8,1 ,0 ,1 ,0 ,1 ,0 ,이벤트 호라이즌,0,`,`,`
51,Genesis,조합,507 ,373 ,0 ,<color=#F5F5E1>,Die [Abklingzeit] von Blizzard wird proportional zur Anzahl schneller und das [Erzeugungsintervall] entspricht der [Abklingzeit].,<color=#6EDCFF>,Erhöhe den Blizzard-Schaden um das 30-fache,<color=#6EDCFF>,Verringere die Abklingzeit von Blizzard um 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,519 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1211 ,30,1 ,0 ,1 ,0 ,1 ,0 ,Kosmos,21,Blizzard tritt gleichzeitig in einem weiten Bereich auf.,`,`
52,Astrape,조합,418 ,445 ,0 ,<color=#F5F5E1>,"Wenn ein Blitz explodiert, wird eine [Schockwelle] in der Umgebung ausgesendet, die nahen Feinden [halben] Schaden zufügt und sie in Ohnmacht fallen lässt.",<color=#6EDCFF>,Erhöhe den Schaden des Gewitters um das 7-fache,<color=#6EDCFF>,Erhöhe die Gewitter-Größe um 25%,<color=#FF6464>,Erhöhe die Abklingzeit von Gewitter um 25%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,216 ,25 ,220 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,911 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
53,Supernova,조합,382 ,499 ,0 ,<color=#F5F5E1>,Der Geist feuert sofort.,<color=#6EDCFF>,Erhöht den Geistschaden um das 24-fache,<color=#6EDCFF>,Erhöhe die Größe des Geistes um 100%,<color=#FF6464>,Anzahl der Geisterschüsse um 75 % reduziert,<color=#FF6464>,Erhöhe die Abklingzeit des Geistes um das 2-fache,<color=#FFFFFF>,`,276 ,100 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,971 ,24,975 ,75,982 ,2,1 ,0 ,`,0,`,`,`
54,Blaster,조합,362 ,542 ,0 ,<color=#F5F5E1>,Der [6.] Magiebolzen hat eine 〈7X〉 Stärke,<color=#6EDCFF>,Erhöhe den Schaden des Magiebolzens um das 5-fache,<color=#6EDCFF>,Magiebolzen-Größe steigt um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,162 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,851 ,5,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
55,Höllenfeuer,조합,489 ,508 ,0 ,<color=#F5F5E1>,Verbrennung wird 〈2-fach〉 erzeugt,<color=#F5F5E1>,Verbrennungs-[Flammen] explodieren 〈2~3 Mal〉 nacheinander,<color=#6EDCFF>,Erhöhe Verbrennungsschaden um das 12-fache,<color=#6EDCFF>,Erhöhe Verbrennungsgröße um 100%,<color=#FF6464>,Verbrennungs-Abklingzeit erhöht sich um 50%,<color=#FFFFFF>,`,468 ,100 ,473 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1161 ,12,1 ,0 ,1 ,0 ,1 ,0 ,헬게이트,0,`,`,`
56,Zeitalter der Sonne,조합,534 ,391 ,0 ,<color=#F5F5E1>,Lava-Zone wird gleichzeitig in alle Richtungen erzeugt und bewegt sich.,<color=#F5F5E1>,Die Dauer von Lava-Zone wird pro [1 Sekunde] in einen [Schadensmultiplikator] von 〈3〉 {umgewandelt}.,<color=#6EDCFF>,Erhöhe den Schaden der Lava-Zone um das 15-fache,<color=#6EDCFF>,Verringere die Abklingzeit von Lava-Zone um 30%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,590 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1281 ,15,1 ,0 ,1 ,0 ,1 ,0 ,Overlord,15,Lava-Zone wird verstärkt und ihre Erzeugungsgeschwindigkeit erhöht sich.,`,`
57,Zerstörer,조합,425 ,409 ,0 ,<color=#F5F5E1>,Elektrische Zone erhält eine [Abklingzeit] von 〈5 Sekunden〉,<color=#F5F5E1>,Elektrische Zone erhält eine [Dauer] von 〈3 Sekunden〉,<color=#6EDCFF>,Erhöhe den Schaden der elektrischen Zone um das 99-fache,<color=#6EDCFF>,Erhöhe die Größe der elektrischen Zone um 99%,<color=#FF6464>,"Verringere die LP-Regeneration pro Sek. um 0,1%",<color=#FFFFFF>,`,293 ,99 ,24 ,-10 ,1 ,0 ,1 ,0 ,1 ,0 ,991 ,99,724 ,10 ,1 ,0 ,1 ,0 ,Terminator,16,Elektrische Zone wird mit hoher Zerstörungskraft in kürzeren Intervallen gewirkt.,`,`
58,Völkermord,조합,516 ,382 ,0 ,<color=#F5F5E1>,Arkane Strahlen werden zu einem [vereinheitlicht] und rotieren schneller,<color=#F5F5E1>,Arkaner Strahl-[Größenzunahme] wird in [Schaden] {umgewandelt},<color=#6EDCFF>,Arkane Strahl-[Anzahl] erhöht [Schadensmultiplikator] um 〈4〉,<color=#FF6464>,Verringere die Dauer des arkanen Strahls um 33%,<color=#FF6464>,Erhöhe die Abklingzeit des arkanen Strahls um 33%,<color=#FFFFFF>,`,538 ,33 ,543 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
59,Exidium,조합,542 ,480 ,0 ,<color=#F5F5E1>,Die Kernzone von Blitzschock wird größer,<color=#6EDCFF>,Erhöhe den Blitzschock-Schaden um das 7-fache,<color=#6EDCFF>,Erhöhe die Größe des Blitzschocks um 100%,<color=#6EDCFF>,Verringere die Abklingzeit des Blitzschocks um 50%,<color=#FFFFFF>,`,<color=#FFFFFF>,`,606 ,100 ,609 ,50 ,1 ,0 ,1 ,0 ,1 ,0 ,1301 ,7,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
60,Deus Ex Machina,조합,0 ,0 ,0 ,<color=#FF6464>,Magiekombination ist nicht mehr möglich,<color=#F5F5E1>,Erhöhe [Maximale Stufe] um 〈10〉.,<color=#F5F5E1>,Pro Stufe erlernter [Aktivzauber] werden folgende Werte verstärkt,<color=#EB96FF>,"Alle Magie-Schadensmultiplikatoren steigen um 0,01",<color=#EB96FF>,"Verringere die Abklingzeit aller Magie um 0,1%",<color=#FFFFFF>,`,106 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
61,Glacium,조합,434 ,399 ,0 ,<color=#F5F5E1>,Tsunami breitet sich vom Charakter aus in alle Richtungen aus.,<color=#6EDCFF>,Erhöhe den Tsunami-Schaden um das 30-fache,<color=#6EDCFF>,Erhöhe die Anzahl der Tsunamis um 25%,<color=#FF6464>,Erhöhe die Abklingzeit des Tsunamis um 25%,<color=#EB97FF>,`,<color=#FFFFFF>,`,254 ,25 ,260 ,25 ,1 ,0 ,1 ,0 ,1 ,0 ,951 ,30 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
62,Soul Blade,조합,390 ,381 ,0 ,<color=#F5F5E1>,Satellit verwandelt sich in eine Klingenform und rotiert noch schneller.,<color=#F5F5E1>,Der [Schadensmultiplikator] und die [Rotationsgeschwindigkeit] von Satellit erhöhen sich proportional zur [Krit-Rate].,<color=#6EDCFF>,Erhöhe den Satelliten-Schaden um das 5-fache,<color=#FFFFFF>,`,<color=#EB98FF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1006 ,5 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
63,Discharge,조합,471 ,417 ,0 ,<color=#F5F5E1>,Bei der Explosion von Elektroschock wird die Größe erhöht und [Projektile] werden abgefeuert.,<color=#6EDCFF>,Erhöhe den Elektroschock-Schaden um das 12-fache,<color=#FF6464>,Die Abklingzeit von Elektroschocks wurde um 33 % erhöht.,<color=#FFFFFF>,`,<color=#EB99FF>,`,<color=#FFFFFF>,`,432 ,33 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1121 ,12 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
64,`,조합,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#EB100FF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
65,`,조합,0 ,0 ,0 ,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#FFFFFF>,`,<color=#EB101FF>,`,<color=#FFFFFF>,`,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,`,0,`,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,`
